index_rows|position|name|date|start|end|minister_number|sex
38|Minister of Social Development|Ken Dryden|20 July 2004 – 6 February 2006: |2004-07-20|2006-02-06|27|male
39|Minister of Transport|Tony Valeri|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
17|Minister of Consumer and Corporate Affairs and Registrar General|John Turner|21 December 1967-20 April 1968|1967-12-21|1968-04-20|19|male
60|Minister of State (Federal Economic Development Initiative for Northern Ontario)|Joe Comuzzi|12 December 2003 – 27 June 2005: |2003-12-12|2005-06-27|27|male
52|Minister of Veterans Affairs|Bennett Campbell|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
50|Minister of State (Transport)|Bill Rompkey|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
24|Minister responsible for La Francophonie|Jean Chrétien|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
23|Minister of Justice and Attorney General|Don Johnston|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
22|Minister of International Trade|Francis Fox|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
21|Minister of Indian Affairs and Northern Development|Doug Frith|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
20|Minister of State (Fitness and Amateur Sport)|Jean Lapierre|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
19|Minister of Fisheries and Oceans|Herb Breau|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
18|Minister of Finance|Marc Lalonde|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
25|Minister of Labour|André Ouellet|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
17|Secretary of State for External Affairs|Jean Chrétien|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
15|Minister of the Environment|Charles Caccia|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
14|Minister of Energy, Mines, and Resources|Gerald Regan|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
13|Minister of Employment and Immigration|John Roberts|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
12|Minister of State for Economic and Regional Development|André Ouellet|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
9|Minister of Communications|Ed Lumley|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
8|Minister of State (Canadian Wheat Board)|Lloyd Axworthy|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
7|Minister responsible for the Canadian Wheat Board|Lloyd Axworthy|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
16|Minister for External Relations|Jean Chrétien|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
51|President of the Treasury Board|Herb Gray|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
26|Leader of the Government in the House of Commons|André Ouellet|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
29|Minister of State (Mines)|Bill Rompkey|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
49|Minister of Transport|Lloyd Axworthy|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
48|Minister of Supply and Services and Receiver General|Charles Lapointe|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
53|Minister responsible for the Office of Indian Residential Schools Resolution|Denis Coderre|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
54|Minister responsible for Official Languages|Pierre Pettigrew|12 December 2003 – 19 July 2004: |2003-12-12|2004-07-19|27|male
45|Solicitor General|Bob Kaplan|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
43|Minister of State (Small Businesses and Tourism)|David Smith|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
42|Secretary of State for Canada|Serge Joyal|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
27|Leader of the Government in the Senate|Allan MacEachen|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
41|Minister of State for Science and Technology|Ed Lumley|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
39|Minister of Regional Industrial Expansion|Ed Lumley|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
38|Minister of State (Regional Development)|Rémi Bujold|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
37|Minister of Public Works|Charles Lapointe|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
36|President of the Privy Council|André Ouellet|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
35|Minister of National Revenue|Roy MacLaren|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
31|Minister responsible for National Capital Commission|Charles Lapointe|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
30|Minister of State (Multiculturalism)|David Collenette|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
40|Minister responsible for Royal Canadian Mint|Charles Lapointe|30 June 1984-17 September 1984|1984-06-30|1984-09-17|23|male
45|Minister for Defence Construction Limited|James Armstrong Richardson|27 November 1972-13 October 1976|1972-11-27|1976-10-13|20|male
0|Prime Minister|Joe Clark|4 June 1979-3 March 1980|1979-06-04|1980-03-03|21|male
47|Minister of Defence Production|Charles Drury|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
83|Postmaster General|James Lorimer Ilsley (acting)|23 May 1940-8 July 1940|1940-05-23|1940-07-08|16|male
82|Postmaster General|Charles Gavan Power|19 September 1939-23 May 1940|1939-09-19|1940-05-23|16|male
81|Postmaster General|Norman Alexander McLarty|23 January 1939-19 September 1939|1939-01-23|1939-09-19|16|male
80|Postmaster General|John Campbell Elliott|23 October 1935-23 January 1939|1935-10-23|1939-01-23|16|male
79|Minister of Pensions and National Health|Ian Alistair Mackenzie|19 September 1939-18 October 1944|1939-09-19|1944-10-18|16|male
78|Minister of Pensions and National Health|Charles Gavan Power|23 October 1935-19 September 1939|1935-10-23|1939-09-19|16|male
76|Minister of National War Services|James Joseph McCann|18 April 1945-19 January 1948|1945-04-18|1948-01-19|16|male
74|Minister of National War Services|Joseph Thorarinn Thorson|11 June 1941-7 October 1942|1941-06-11|1942-10-07|16|male
73|Minister of National War Services|James Garfield Gardiner|12 July 1940-11 June 1941|1940-07-12|1941-06-11|16|male
72|Minister of National Revenue|James Joseph McCann|29 August 1945-15 November 1948|1945-08-29|1948-11-15|16|male
71|Minister of National Revenue|James Angus MacKinnon (acting)|30 July 1945-29 August 1945|1945-07-30|1945-08-29|16|male
70|Minister of National Revenue|David Laurence MacLaren|19 April 1945-30 July 1945|1945-04-19|1945-07-30|16|male
69|Minister of National Revenue|James Angus MacKinnon (acting)|8 March 1945-19 April 1945|1945-03-08|1945-04-19|16|male
68|Minister of National Revenue|Colin W. G. Gibson|8 July 1940-8 March 1945|1940-07-08|1945-03-08|16|male
67|Minister of National Revenue|James Lorimer Ilsley|23 October 1935-8 July 1940|1935-10-23|1940-07-08|16|male
66|Minister of National Health and Welfare|Paul Martin Sr.|12 December 1946-15 November 1948|1946-12-12|1948-11-15|16|male
64|Minister of National Defence for Naval Services|Douglas Abbott|18 April 1945-12 December 1946|1945-04-18|1946-12-12|16|male
63|Minister of National Defence for Naval Services|Angus Lewis Macdonald|12 July 1940-18 April 1945|1940-07-12|1945-04-18|16|male
62|Minister of National Defence for Air|Colin W. G. Gibson|8 March 1945-12 December 1946|1945-03-08|1946-12-12|16|male
84|Postmaster General|William Pate Mulock|8 July 1940-9 June 1945|1940-07-08|1945-06-09|16|male
61|Minister of National Defence for Air|Colin W. G. Gibson (acting)|11 January 1945-8 March 1945|1945-01-11|1945-03-08|16|male
86|Postmaster General|Ernest Bertrand|29 August 1945-15 November 1948|1945-08-29|1948-11-15|16|male
88|Minister of Public Works|Pierre Joseph Arthur Cardin|23 October 1935-13 May 1942|1935-10-23|1942-05-13|16|male
3|Associate Minister of National Defence|Seamus O'Regan|August 28, 2017 – January 14, 2019|2017-08-28|2019-01-14|29|male
2|Associate Minister of National Defence|Kent Hehr|November 4, 2015 – August 28, 2017|2015-11-04|2017-08-28|29|male
1|Prime Minister of Canada|Justin Trudeau|November 4, 2015 – Present|2015-11-04|2019-11-20|29|male
116|Minister without Portfolio|James Horace King|26 May 1942-25 August 1945|1942-05-26|1945-08-25|16|male
115|Minister without Portfolio|James Angus MacKinnon|23 January 1939-9 May 1940|1939-01-23|1940-05-09|16|male
114|Minister without Portfolio|Raoul Dandurand|23 October 1935-11 March 1942|1935-10-23|1942-03-11|16|male
113|Minister of Veterans Affairs|Milton Fowler Gregg|19 January 1948-15 November 1948|1948-01-19|1948-11-15|16|male
112|Minister of Veterans Affairs|Ian Alistair Mackenzie|18 October 1944-19 January 1948|1944-10-18|1948-01-19|16|male
111|Minister of Transport|Lionel Chevrier|18 April 1945-15 November 1948|1945-04-18|1948-11-15|16|male
108|Minister of Transport|Pierre Joseph Arthur Cardin|8 July 1940-13 May 1942|1940-07-08|1942-05-13|16|male
105|Minister of Trade and Commerce|James Angus MacKinnon|9 May 1940-19 January 1948|1940-05-09|1948-01-19|16|male
104|Minister of Trade and Commerce|William Daum Euler|23 October 1935-9 May 1940|1935-10-23|1940-05-09|16|male
103|Solicitor General|Joseph Jean|18 April 1945-15 November 1948|1945-04-18|1948-11-15|16|male
101|Secretary of State for Canada and Registrar General|Colin W. G. Gibson|12 December 1946-15 November 1948|1946-12-12|1948-11-15|16|male
100|Secretary of State for Canada and Registrar General|Paul Martin Sr.|18 April 1945-12 December 1946|1945-04-18|1946-12-12|16|male
99|Secretary of State for Canada and Registrar General|Norman Alexander McLarty|15 December 1941-18 April 1945|1941-12-15|1945-04-18|16|male
97|Secretary of State for Canada and Registrar General|Ernest Lapointe (acting)|26 July 1939-9 May 1940|1939-07-26|1940-05-09|16|male
95|Secretary of State for Canada and Registrar General|Fernand Rinfret|23 October 1935-12 July 1939|1935-10-23|1939-07-12|16|male
90|Minister of Public Works|Alphonse Fournier|7 October 1942-15 November 1948|1942-10-07|1948-11-15|16|male
87|President of the Queen's Privy Council|William Lyon Mackenzie King|23 October 1935-15 November 1948|1935-10-23|1948-11-15|16|male
60|Minister of National Defence for Air|Angus Lewis Macdonald (acting)|30 November 1944-11 January 1945|1944-11-30|1945-01-11|16|male
59|Minister of National Defence for Air|Charles Gavan Power|23 May 1940-30 November 1944|1940-05-23|1944-11-30|16|male
56|Minister of National Defence|Douglas Abbott|21 August 1945-12 December 1946|1945-08-21|1946-12-12|16|male
26|Minister responsible for Indian Affairs|James Allison Glen|18 April 1945-11 June 1948|1945-04-18|1948-06-11|16|male
25|Minister responsible for Indian Affairs|Thomas Crerar|1 December 1936-18 April 1945|1936-12-01|1945-04-18|16|male
24|Minister of the Interior and Superintendent-General of Indian Affairs|Thomas Crerar|23 October 1935-1 December 1936|1935-10-23|1936-12-01|16|male
23|Minister of Immigration and Colonization|Thomas Crerar|23 October 1935-1 December 1936|1935-10-23|1936-12-01|16|male
22|Minister of Fisheries|Robert Wellington Mayhew|11 June 1948-15 November 1948|1948-06-11|1948-11-15|16|male
21|Minister of Fisheries|James Angus MacKinnon|19 January 1948-11 June 1948|1948-01-19|1948-06-11|16|male
20|Minister of Fisheries|Milton Fowler Gregg|2 September 1947-19 January 1948|1947-09-02|1948-01-19|16|male
19|Minister of Fisheries|Ernest Bertrand (acting)|14 August 1947-2 September 1947|1947-08-14|1947-09-02|16|male
16|Minister of Fisheries|Ernest Bertrand|7 October 1942-30 August 1945|1942-10-07|1945-08-30|16|male
14|Minister of Finance and Receiver General|Douglas Abbott|10 December 1946-15 November 1948|1946-12-10|1948-11-15|16|male
13|Minister of Finance and Receiver General|James Lorimer Ilsley|8 July 1940-10 December 1946|1940-07-08|1946-12-10|16|male
12|Minister of Finance and Receiver General|James Ralston|6 September 1939-8 July 1940|1939-09-06|1940-07-08|16|male
11|Minister of Finance and Receiver General|Charles Avery Dunning|23 October 1935-6 September 1939|1935-10-23|1939-09-06|16|male
10|Secretary of State for External Affairs|Lester B. Pearson|10 September 1948-15 November 1948|1948-09-10|1948-11-15|16|male
9|Secretary of State for External Affairs|Louis St. Laurent|4 September 1946-10 September 1948|1946-09-04|1948-09-10|16|male
8|Secretary of State for External Affairs|William Lyon Mackenzie King|23 October 1935-4 September 1946|1935-10-23|1946-09-04|16|male
6|Minister for the Canadian Wheat Board|James Angus MacKinnon|9 May 1940-19 January 1948|1940-05-09|1948-01-19|16|male
5|Minister for the Canadian Wheat Board|William Daum Euler|23 October 1935-9 May 1940|1935-10-23|1940-05-09|16|male
3|Minister of Agriculture|James Garfield Gardiner|4 November 1935-15 November 1948|1935-11-04|1948-11-15|16|male
27|Minister responsible for Indian Affairs|James Angus MacKinnon|11 June 1948-15 November 1948|1948-06-11|1948-11-15|16|male
28|Minister of Justice and Attorney General|Ernest Lapointe|23 October 1935-27 November 1941|1935-10-23|1941-11-27|16|male
30|Minister of Justice and Attorney General|Louis St. Laurent|10 December 1941-10 December 1946|1941-12-10|1946-12-10|16|male
31|Minister of Justice and Attorney General|James Lorimer Ilsley|10 December 1946-1 July 1948|1946-12-10|1948-07-01|16|male
55|Minister of National Defence|Andrew McNaughton|2 November 1944-21 August 1945|1944-11-02|1945-08-21|16|male
54|Minister of National Defence|James Ralston|5 July 1940-2 November 1944|1940-07-05|1944-11-02|16|male
53|Minister of National Defence|Charles Gavan Power (acting)|11 June 1940-5 July 1940|1940-06-11|1940-07-05|16|male
52|Minister of National Defence|Norman McLeod Rogers|19 September 1939-11 June 1940|1939-09-19|1940-06-11|16|male
51|Minister of National Defence|Ian Alistair Mackenzie|23 October 1935-19 September 1939|1935-10-23|1939-09-19|16|male
49|Associate Minister of National Defence|Charles Gavan Power|12 July 1940-27 November 1944|1940-07-12|1944-11-27|16|male
47|Minister of Mines and Resources|James Angus MacKinnon|11 June 1948-15 November 1948|1948-06-11|1948-11-15|16|male
46|Minister of Mines and Resources|James Allison Glen|18 April 1945-11 June 1948|1945-04-18|1948-06-11|16|male
45|Minister of Mines and Resources|Thomas Crerar|1 December 1936-18 April 1945|1936-12-01|1945-04-18|16|male
6|Associate Minister of National Defence|Lawrence MacAulay|March 1, 2019 – Present|2019-03-01|2019-11-20|29|male
44|Minister of Mines|Thomas Crerar|23 October 1935-1 December 1936|1935-10-23|1936-12-01|16|male
40|Leader of the Government in the Senate|James Horace King (acting)|11 March 1942-26 May 1942|1942-03-11|1942-05-26|16|male
39|Leader of the Government in the Senate|Raoul Dandurand|23 October 1935-11 March 1942|1935-10-23|1942-03-11|16|male
38|Leader of the Government in the House of Commons|Alphonse Fournier|1 May 1948-15 November 1948|1948-05-01|1948-11-15|16|male
37|Leader of the Government in the House of Commons|Ian Alistair Mackenzie|18 October 1944-1 May 1948|1944-10-18|1948-05-01|16|male
36|Minister of Labour|Humphrey Mitchell|15 December 1941-15 November 1948|1941-12-15|1948-11-15|16|male
35|Minister of Labour|Norman Alexander McLarty|19 September 1939-15 December 1941|1939-09-19|1941-12-15|16|male
34|Minister of Labour|Norman McLeod Rogers|23 October 1935-19 September 1939|1935-10-23|1939-09-19|16|male
33|Minister of Justice and Attorney General|Louis St. Laurent|10 September 1948-15 November 1948|1948-09-10|1948-11-15|16|male
32|Minister of Justice and Attorney General|Louis St. Laurent (acting)|1 July 1948-10 September 1948|1948-07-01|1948-09-10|16|male
41|Leader of the Government in the Senate|James Horace King|26 May 1942-25 August 1945|1942-05-26|1945-08-25|16|male
7|Leader of the Government in the House of Commons|Dominic LeBlanc|November 4, 2015 – August 19, 2016|2015-11-04|2016-08-19|29|male
9|Deputy Leader of the Government in the House of Commons|Arnold Chan|November 4, 2015 – September 14, 2017|2015-11-04|2017-09-14|29|male
11|Minister of Agriculture and Agri-Food|Lawrence MacAulay|November 4, 2015 – March 1, 2019|2015-11-04|2019-03-01|29|male
33|Leader of the Government in the Senate|Bud Olson|30 September 1982-30 June 1984|1982-09-30|1984-06-30|22|male
31|Minister of Labour|André Ouellet|12 August 1983-30 June 1984|1983-08-12|1984-06-30|22|male
30|Minister of Labour|Charles Caccia|22 September 1981-11 August 1983|1981-09-22|1983-08-11|22|male
29|Minister of Labour|Gerald Regan|3 March 1980-21 September 1981|1980-03-03|1981-09-21|22|male
28|Minister responsible for La Francophonie|Jean-Luc Pépin|12 August 1983-30 June 1984|1983-08-12|1984-06-30|22|male
27|Minister of Justice and Attorney General|Mark MacGuigan|10 September 1982-30 June 1984|1982-09-10|1984-06-30|22|male
26|Minister of Justice and Attorney General|Jean Chrétien|3 March 1980-9 September 1982|1980-03-03|1982-09-09|22|male
25|Minister of State for International Trade|Gerald Regan|8 December 1983-30 June 1984|1983-12-08|1984-06-30|22|male
24|Minister of Industry, Trade, and Commerce|Ed Lumley|30 September 1982-30 June 1984|1982-09-30|1984-06-30|22|male
23|Minister of Industry, Trade, and Commerce|Herb Gray|3 March 1980-29 September 1982|1980-03-03|1982-09-29|22|male
22|Minister of Indian Affairs and Northern Development|John Munro|3 March 1980-30 June 1984|1980-03-03|1984-06-30|22|male
21|Minister of Fisheries and Oceans|Pierre de Bané|30 September 1982-30 June 1984|1982-09-30|1984-06-30|22|male
20|Minister of Fisheries and Oceans|Roméo LeBlanc|3 March 1980-29 September 1982|1980-03-03|1982-09-29|22|male
19|Minister of Finance|Marc Lalonde|10 September 1982-30 June 1984|1982-09-10|1984-06-30|22|male
18|Minister of Finance|Allan MacEachen|3 March 1980-9 September 1982|1980-03-03|1982-09-09|22|male
17|Minister of State for External Relations|Jean-Luc Pépin|3 March 1980-30 June 1984|1980-03-03|1984-06-30|22|male
16|Secretary of State for External Affairs|Allan MacEachen|10 September 1982-30 June 1984|1982-09-10|1984-06-30|22|male
15|Secretary of State for External Affairs|Mark MacGuigan|3 March 1980-9 September 1982|1980-03-03|1982-09-09|22|male
14|Minister of the Environment|Charles Caccia|12 August 1983-30 June 1984|1983-08-12|1984-06-30|22|male
34|Minister of National Defence|Gilles Lamontagne|3 March 1980-11 August 1983|1980-03-03|1983-08-11|22|male
37|Minister of National Revenue|Bill Rompkey|3 March 1980-29 September 1982|1980-03-03|1982-09-29|22|male
38|Minister of National Revenue|Pierre Bussières|30 September 1982-30 June 1984|1982-09-30|1984-06-30|22|male
39|Postmaster General|André Ouellet|3 March 1980-15 October 1981|1980-03-03|1981-10-15|22|male
60|Minister of Veterans Affairs|Daniel J. MacDonald|3 March 1980-30 September 1980|1980-03-03|1980-09-30|22|male
59|President of the Treasury Board|Herb Gray|30 September 1982-30 June 1984|1982-09-30|1984-06-30|22|male
58|President of the Treasury Board|Don Johnston|3 March 1980-29 September 1982|1980-03-03|1982-09-29|22|male
57|Minister of Transport|Lloyd Axworthy|12 August 1983-30 June 1984|1983-08-12|1984-06-30|22|male
56|Minister of Transport|Jean-Luc Pépin|3 March 1980-11 August 1983|1980-03-03|1983-08-11|22|male
55|Minister of Supply and Services|Charles Lapointe|12 August 1983-30 June 1984|1983-08-12|1984-06-30|22|male
53|Solicitor General|Bob Kaplan|3 March 1980-30 June 1984|1980-03-03|1984-06-30|22|male
52|Minister of State for Social Development|Jack Austin|10 September 1982-30 June 1984|1982-09-10|1984-06-30|22|male
51|Minister of State for Social Development|Jean Chrétien|3 March 1980-9 September 1982|1980-03-03|1982-09-09|22|male
13|Minister of the Environment|John Roberts|3 March 1980-11 August 1983|1980-03-03|1983-08-11|22|male
50|Secretary of State for Canada|Serge Joyal|6 October 1982-30 June 1984|1982-10-06|1984-06-30|22|male
48|Secretary of State for Canada|Francis Fox|3 March 1980-21 September 1981|1980-03-03|1981-09-21|22|male
47|Minister of State for Science and Technology|John Roberts|3 March 1980-30 June 1984|1980-03-03|1984-06-30|22|male
46|Minister of Regional Industrial Expansion|Ed Lumley|30 September 1982-6 December 1983|1982-09-30|1983-12-06|22|male
45|Minister of Regional Economic Expansion|Ed Lumley|30 September 1982-6 December 1983|1982-09-30|1983-12-06|22|male
44|Minister of Regional Economic Expansion|Herb Gray|12 January 1982-29 September 1982|1982-01-12|1982-09-29|22|male
43|Minister of Regional Economic Expansion|Pierre de Bané|3 March 1980-11 January 1982|1980-03-03|1982-01-11|22|male
42|Minister of Public Works|Roméo LeBlanc|30 September 1982-30 June 1984|1982-09-30|1984-06-30|22|male
41|Minister of Public Works|Paul Cosgrove|3 March 1980-29 September 1982|1980-03-03|1982-09-29|22|male
40|President of the Privy Council|Yvon Pinard|3 March 1980-30 June 1984|1980-03-03|1984-06-30|22|male
49|Secretary of State for Canada|Gerald Regan|22 September 1981-5 October 1982|1981-09-22|1982-10-05|22|male
2|Minister of Agriculture|Thomas Crerar (acting)|25 October 1935-4 November 1935|1935-10-25|1935-11-04|16|male
12|Minister of Energy, Mines, and Resources|Jean Chrétien|10 September 1982-30 June 1984|1982-09-10|1984-06-30|22|male
10|Minister of Employment and Immigration|John Roberts|12 August 1983-30 June 1984|1983-08-12|1984-06-30|22|male
55|Minister of Intergovernmental Affairs, Northern Affairs and Internal Trade|Dominic LeBlanc|July 18, 2018 – Present|2018-07-18|2019-11-20|29|male
54|Minister of Intergovernmental Affairs and Youth|Justin Trudeau|November 4, 2015 – July 18, 2018|2015-11-04|2018-07-18|29|male
53|Minister of International Trade Diversification|Jim Carr|July 18, 2018 – Present|2018-07-18|2019-11-20|29|male
48|Minister of Innovation, Science and Economic Development|Navdeep Bains|November 4, 2015 – Present|2015-11-04|2019-11-20|29|male
45|Minister of Indigenous Services|Seamus O'Regan|January 14, 2019 – Present|2019-01-14|2019-11-20|29|male
43|Minister of Immigration, Refugees and Citizenship|Ahmed Hussen|January 10, 2017 – Present|2017-01-10|2019-11-20|29|male
42|Minister of Immigration, Refugees and Citizenship|John McCallum|November 4, 2015 – January 10, 2017|2015-11-04|2017-01-10|29|male
37|Minister of Fisheries, Oceans and the Canadian Coast Guard|Jonathan Wilkinson|July 18, 2018 – Present|2018-07-18|2019-11-20|29|male
36|Minister of Fisheries, Oceans and the Canadian Coast Guard|Dominic LeBlanc|May 31, 2016 – July 18, 2018|2016-05-31|2018-07-18|29|male
34|Minister of Finance|Bill Morneau|November 4, 2015 – Present|2015-11-04|2019-11-20|29|male
33|Minister for the Federal Economic Development Agency for Southern Ontario|Navdeep Bains|November 4, 2015 – Present|2015-11-04|2019-11-20|29|male
32|Minister for the Federal Economic Development Initiative for Northern Ontario|Navdeep Bains|November 4, 2015 – Present|2015-11-04|2019-11-20|29|male
27|Minister of the Economic Development Agency of Canada for the Regions of Quebec|Navdeep Bains|November 4, 2015 – Present|2015-11-04|2019-11-20|29|male
22|Minister for Canada Post Corporation|Jim Carr (acting)|August 24, 2017 – August 28, 2017|2017-08-24|2017-08-28|29|male
20|Minister of the Canadian Northern Economic Development Agency|Navdeep Bains|November 4, 2015 – Present|2015-11-04|2019-11-20|29|male
17|Minister responsible for the Canadian Dairy Commission|Lawrence MacAulay|November 4, 2015 – March 1, 2019|2015-11-04|2019-03-01|29|male
16|Minister of Canadian Heritage|Pablo Rodríguez|July 18, 2018 – Present|2018-07-18|2019-11-20|29|male
14|Minister of Border Security and Organized Crime Reduction|Bill Blair|July 18, 2018 – Present|2018-07-18|2019-11-20|29|male
13|Minister for the Atlantic Canada Opportunities Agency|Navdeep Bains|November 4, 2015 – Present|2015-11-04|2019-11-20|29|male
57|Minister of Justice and Attorney General of Canada|David Lametti|January 14, 2019 – Present|2019-01-14|2019-11-20|29|male
59|Minister responsible for National Capital Commission|Pablo Rodríguez|July 18, 2018 – Present|2018-07-18|2019-11-20|29|male
62|Minister of Natural Resources|Jim Carr|November 4, 2015 – July 18, 2018|2015-11-04|2018-07-18|29|male
64|Minister of Public Safety and Emergency Preparedness|Ralph Goodale|November 4, 2015 – Present|2015-11-04|2019-11-20|29|male
9|Minister of Employment and Immigration|Lloyd Axworthy|3 March 1980-11 August 1983|1980-03-03|1983-08-11|22|male
8|Minister of State for Economic Development|Don Johnston|30 September 1982-6 December 1983|1982-09-30|1983-12-06|22|male
7|Minister of State for Economic Development|Bud Olson|3 March 1980-29 September 1982|1980-03-03|1982-09-29|22|male
6|Minister of State for Economic and Regional Development|Don Johnston|7 December 1983-30 June 1984|1983-12-07|1984-06-30|22|male
4|Minister of Consumer and Corporate Affairs|André Ouellet|3 March 1980-11 August 1983|1980-03-03|1983-08-11|22|male
3|Minister of Communications|Francis Fox|3 March 1980-30 June 1984|1980-03-03|1984-06-30|22|male
2|Minister of Agriculture|Eugene Whelan|3 March 1980-30 June 1984|1980-03-03|1984-06-30|22|male
1|Deputy Prime Minister|Allan MacEachen|3 March 1980-30 June 1984|1980-03-03|1984-06-30|22|male
0|Prime Minister|Pierre Trudeau|3 March 1980-30 June 1984|1980-03-03|1984-06-30|22|male
11|Minister of Energy, Mines, and Resources|Marc Lalonde|3 March 1980-9 September 1982|1980-03-03|1982-09-09|22|male
98|Representative of the Government in the Senate|Peter Harder|March 18, 2016 – Present|2016-03-18|2019-11-20|29|male
93|Receiver General for Canada|Jim Carr (acting)|August 24, 2017 – August 28, 2017|2017-08-24|2017-08-28|29|male
88|President of the Treasury Board|Scott Brison|November 4, 2015 – January 14, 2019|2015-11-04|2019-01-14|29|male
86|Minister of Western Economic Diversification|Navdeep Bains|November 4, 2015 – Present|2015-11-04|2019-11-20|29|male
85|Minister of Veterans Affairs|Lawrence MacAulay|March 1, 2019 – Present|2019-03-01|2019-11-20|29|male
82|Minister of Veterans Affairs|Seamus O'Regan|August 28, 2017 – January 14, 2019|2017-08-28|2019-01-14|29|male
81|Minister of Veterans Affairs|Kent Hehr|November 4, 2015 – August 28, 2017|2015-11-04|2017-08-28|29|male
80|Minister of Transport|Marc Garneau|November 4, 2015 – Present|2015-11-04|2019-11-20|29|male
75|Minister of Sport and Persons with Disabilities|Kent Hehr|August 28, 2017 – January 25, 2018|2017-08-28|2018-01-25|29|male
66|Minister of Public Services and Procurement and Accessibility[b]|Jim Carr (acting)|August 24, 2017 – August 28, 2017|2017-08-24|2017-08-28|29|male
95|Registrar General of Canada|Navdeep Bains|November 4, 2015 – Present|2015-11-04|2019-11-20|29|male
0|Prime Minister|William Lyon Mackenzie King|23 October 1935-15 November 1948|1935-10-23|1948-11-15|16|male
263|Minister without Portfolio|Gilles Lamontagne|19 January 1978-2 February 1978|1978-01-19|1978-02-02|20|male
262|Minister without Portfolio|Jack Horner|21 April 1977-16 September 1977|1977-04-21|1977-09-16|20|male
120|Minister responsible for Metric Commission|Ron Basford|12 August 1971-28 January 1972|1971-08-12|1972-01-28|20|male
119|Minister of Manpower and Immigration|Bud Cullen|14 September 1976-15 August 1977|1976-09-14|1977-08-15|20|male
118|Minister of Manpower and Immigration|Bob Andras|27 November 1972-14 September 1976|1972-11-27|1976-09-14|20|male
116|Minister of Manpower and Immigration|Otto Lang|24 September 1970-28 January 1972|1970-09-24|1972-01-28|20|male
115|Minister of Manpower and Immigration|Allan MacEachen|6 July 1968-24 September 1970|1968-07-06|1970-09-24|20|male
114|Minister of Manpower and Immigration|Jean Marchand|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
112|Leader of the Government in the Senate|Paul Martin Sr.|20 April 1968-8 August 1974|1968-04-20|1974-08-08|20|male
111|Leader of the Government in the House of Commons|Allan MacEachen|14 September 1976-4 June 1979|1976-09-14|1979-06-04|20|male
110|Leader of the Government in the House of Commons|Mitchell Sharp|8 August 1974-14 September 1976|1974-08-08|1976-09-14|20|male
109|Leader of the Government in the House of Commons|Allan MacEachen|24 September 1970-8 August 1974|1970-09-24|1974-08-08|20|male
108|Leader of the Government in the House of Commons|Donald Stovel Macdonald|12 September 1968-24 September 1970|1968-09-12|1970-09-24|20|male
107|Leader of the Government in the House of Commons|Allan MacEachen|20 April 1968-12 September 1968|1968-04-20|1968-09-12|20|male
106|Minister of Labour|Martin O'Connell|24 November 1978-4 June 1979|1978-11-24|1979-06-04|20|male
